#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
EVTOPTB_MNM_5110;I will use a combination of elements for this task.;Je vais utiliser une combinaison d'éléments pour cette tâche.;Ich werde für diese Aufgabe eine Kombination von Elementen verwenden.;;Combinaré una serie de elementos para esta tarea.;;;;;;;x
EVTOPTC_MNM_5110;I'll paint my whole castle with the holy symbols! It's the only way!;Je vais peindre des symboles sacrés sur chaque mur ! C'est la seule solution !;Ich werde meine ganze Burg mit den heiligen Symbolen bemalen! Das ist der einzige Weg!;;¡Pintaré todo el castillo con los símbolos sagrados! ¡Es la única manera!;;;;;;;x
EVTOPTD_MNM_5110;This is foolish paranoia.;C'est de la pure paranoïa.;Das ist närrischer Verfolgungswahn.;;Todo esto es pura paranoia.;;;;;;;x
must_have_ingredients_tt;Has at least two §YIngredients§!;A au moins deux §Yingrédients§!;Hat mindestens zwei §YZutaten§!;;Tiene al menos dos §Yingredientes§!.;;;;;;;x
EVTDESC_MNM_5115_self;In this state, I almost do not care about the quality of my potion. Still, while rummaging through my drawers, I can't quite decide on which ingredients to use... The [GetSelectedIngredient_1] [GetSelectedIngredient_1_property], I suppose.;Dans cet état, je ne me soucie presque pas de la qualité de ma potion. Pourtant, tout en fouillant à travers mes tiroirs, je ne peux pas tout à fait décider sur quels ingrédients utiliser... [Get_le_SelectedIngredient_1] qui [GetSelectedIngredient_1_property], je suppose.;In diesem Zustand mache ich mir um die Qualität meines Trankes fast keine Sorgen. Dennoch kann ich beim Durchstöbern meiner Schubladen nicht so recht entscheiden, welche Zutaten ich verwenden soll ... [GetSelectedIngredient_1], [GetSelectedIngredient_1_property], nehme ich an.;;En este momento, me da bastante igual la calidad de mi poción. Sin embargo, mientras hurgo en mis cajones, no logro decidirme por los ingredientes... [GetSelectedIngredient_1] [GetSelectedIngredient_1_property], supongo.;;;;;;;x
EVTDESC_MNM_5115_other;[potion_target.GetTitledFirstName] will likely accept my brew, regardless of the quality. However, sifting through my recipes, I can't quite decide on which ingredients to use... While the [GetSelectedIngredient_1] [GetSelectedIngredient_1_property], I wonder what my [potion_target.GetRootRelation] would think.;[potion_target.Get_Le_TitledFirstName] acceptera probablement mon infusion, quelle qu'en soit la qualité. Cependant, passant en revue mes recettes, je n'arrive pas à décider quels ingrédients utiliser... [Get_le_SelectedIngredient_1] [GetSelectedIngredient_1_property], mais je me demande ce que m[potion_target.GetOnA] [potion_target.GetRootRelation] en penserait.;[potion_target.GetTitledFirstName] wird mein Gebräu wahrscheinlich unerachtet der Qualität akzeptieren. Ich kann jedoch beim Durchsuchen meiner Rezepturen nicht so recht entscheiden, welche Zutaten ich verwenden soll ... [GetSelectedIngredient_1], [GetSelectedIngredient_1_property], doch ich frage mich, was m[potion_target.Geteineine] [potion_target.GetRootRelation] davon halten würde.;;Probablemente [potion_target.GetTitledFirstName] acepte mi preparación sin mirar la calidad. Sin embargo, mientras hurgo entre mis recetas, no logro decidirme por los ingredientes... [GetSelectedIngredient_1] [GetSelectedIngredient_1_property], pero me pregunto qué pensará mi [potion_target.GetRootRelation].;;;;;;;x
EVTOPTA_MNM_5115_herb;Some crushed [GetSelectedIngredient_1] feels about right.;Prendre [Get_du_SelectedIngredient_1] écrasé semble bien.;Etwas zerdrücktes [GetSelectedIngredient_1] erscheint mir angemessen.;;Machacaré un poco de [GetSelectedIngredient_1]... Creo que es lo correcto.;;;;;;;x
EVTOPTA_MNM_5115_animal_part;Some coarsely ground [GetSelectedIngredient_1] feels about right.;Un peu d[Get_e_SelectedIngredient_1] moulu semble bien.;Etwas grob zermahlenes [GetSelectedIngredient_1] erscheint mir angemessen.;;Machacaré ligeramente un poco de [GetSelectedIngredient_1]... Creo que es lo correcto.;;;;;;;x
EVTOPTA_MNM_5115_powder;A few flakes of [GetSelectedIngredient_1] feels about right.;De la poudre d[Get_e_SelectedIngredient_1] semble bien.;Ein paar Flocken [GetSelectedIngredient_1] erscheinen mir angemessen.;;Unas láminas de [GetSelectedIngredient_1]... Creo que es lo correcto.;;;;;;;x
EVTOPTA_MNM_5115_liquid;A little [GetSelectedIngredient_1] feels about right.;Prendre [Get_du_SelectedIngredient_1] semble bien.;Ein wenig [GetSelectedIngredient_1] erscheint mir angemessen.;;Un poco de [GetSelectedIngredient_1]... Creo que es lo correcto.;;;;;;;x
EVTOPTB_MNM_5115_herb;A bit of crushed [GetSelectedIngredient_2] gives that particular scent.;Prendre [Get_du_SelectedIngredient_2] en poudre donnerait un parfum particulier.;Ein bisschen zerdrücktes [GetSelectedIngredient_2] erzeugt diesen besonderen Geruch.;;Si machaco una pizca de [GetSelectedIngredient_2], le dará un aroma particular.;;;;;;;x
EVTOPTB_MNM_5115_animal_part;Some dried [GetSelectedIngredient_2] leaves a potent after-taste.;Prendre [Get_du_SelectedIngredient_2] en poudre laisserait un fort arrière-goût.;Etwas getrocknetes [GetSelectedIngredient_2] hinterlässt einen starken Nachgeschmack.;;Unas hojas secas de [GetSelectedIngredient_2] le darán un regusto intenso.;;;;;;;x
EVTOPTB_MNM_5115_powder;Some sprinkles of [GetSelectedIngredient_2] should do the trick!;Une pincée d[Get_e_SelectedIngredient_2] devrait faire l'affaire !;Eine Prise [GetSelectedIngredient_2] dürfte den gewünschten Zweck erfüllen!;;¡Unas gotitas de [GetSelectedIngredient_2] deberían bastar!;;;;;;;x
EVTOPTB_MNM_5115_liquid;A few drops of [GetSelectedIngredient_2] is perhaps the best option.;Quelques gouttes d[Get_e_SelectedIngredient_2] est peut-être la meilleure option.;Ein paar Tropfen [GetSelectedIngredient_2] sind vielleicht die beste Wahl.;;Algunas gotas de [GetSelectedIngredient_2] puede que sean la mejor opción.;;;;;;;x
EVTOPTC_MNM_5115_herb;A single dose of crushed [GetSelectedIngredient_2] should be adequate.;Une seule dose d[Get_e_SelectedIngredient_2] devrait être adéquate.;Eine einzige Dosis zerdrücktes [GetSelectedIngredient_2] dürfte angemessen sein.;;Una sola dosis de [GetSelectedIngredient_2] machacado/a debería valer.;;;;;;;x
EVTOPTC_MNM_5115_animal_part;A moderate amount of ground [GetSelectedIngredient_2] should suffice.;Une quantité modérée d[Get_e_SelectedIngredient_2] devrait suffire.;Eine bescheidene Menge zermahlenes [GetSelectedIngredient_2] dürfte genügen.;;Una cantidad moderada de [GetSelectedIngredient_2] en polvo debería bastar.;;;;;;;x
EVTOPTC_MNM_5115_powder;Some sprinkles of [GetSelectedIngredient_2] is just what I need.;Une pincée d[Get_e_SelectedIngredient_2] est exactement ce dont j'ai besoin.;Eine Prise [GetSelectedIngredient_2] ist genau das, was ich brauche.;;Unas gotitas de [GetSelectedIngredient_2] es justo lo que necesito.;;;;;;;x
EVTOPTC_MNM_5115_liquid;A splash of [GetSelectedIngredient_2] is perhaps the best option.;Un petit peu d[Get_e_SelectedIngredient_2] est peut-être la meilleure option.;Ein Schuss [GetSelectedIngredient_2] ist vielleicht die beste Wahl.;;Un chorrito de [GetSelectedIngredient_2] puede que sea la mejor opción.;;;;;;;x
EVTOPTD_MNM_5115;I might just combine the two!;Je pourrais simplement combiner les deux !;Ich könnte ja beides kombinieren!;;¡Combinaré las dos cosas!;;;;;;;x
EVTOPTD_MNM_5115_duplicate;I could also use twice as much...!;Je pourrais aussi en utiliser le double !;Ich könnte auch die doppelte Menge nehmen!;;¿Y si le pongo el doble...?;;;;;;;x
EVTOPTE_MNM_5115;Actually, I'll just empty the cabinet. Throw it all in there!;En fait, je vais juste vider le coffret et tout y mettre !;Ich werde einfach den ganzen Schrank leeren. Werft alles hinein!;;De hecho, voy a vaciar la botica. ¡Lo pondré todo!;;;;;;;x
EVTOPTE_MNM_5115_tt;Desperate times call for desperate measures.\n;À situation désespérée, solution désespérée.\n;Außergewöhnliche Zeiten erfordern außergewöhnliche Maßnahmen.\n;;Los momentos desesperados requieren medidas desesperadas.\n;;;;;;;x
must_not_already_be_preparing_potion_tt;NOT already preparing a potion;Ne prépare pas déjà un breuvage magique;Bereitet NICHT bereits einen Trank zu;;Aún no está preparando una poción.;;;;;;;x
EVTDESC_MNM_4950;After spending some time talking with [From.GetTitledFirstName], I have provided enough spiritual guidance to free [From.GetHerHim] of [From.GetHerHis] sinful ways.;J'ai fourni suffisamment de conseils spirituels [From.Get_au_TitledFirstName] pour [From.GetLeLa] libérer de ses mauvais penchants.;Nachdem ich einige Zeit mit [From.GetTitledFirstName] gesprochen habe, habe ich genug spirituelle Weisung erteilt, um [From.GetTitledFirstName] von [From.GetHerHis]em sündigen Lebenswandel abzubringen.;;Tras haber hablado un buen rato con [From.GetTitledFirstName], mi orientación espiritual hará que abandone sus costumbres pecaminosas.;;;;;;;x
EVTDESC_MNM_4951;After spending some time talking with [FromFrom.GetTitledFirstName], I have realized the errors of my ways and freed myself of my sinful ways.;J'ai réalisé en parlant avec [FromFrom.Get_le_TitledFirstName] que mon comportement était fautif et me suis libéré[Root.Get_E] de mes mauvais penchants.;Nachdem ich einige Zeit mit [FromFrom.GetTitledFirstName] gesprochen habe, habe ich die Fehler meines Lebenswandels eingesehen und von meinem sündigen Lebenswandel abgelassen.;;Tras haber hablado un buen rato con [FromFrom.GetTitledFirstName], he reconocido mis errores y me he liberado de mis costumbres pecaminosas.;;;;;;;x
EVTDESC_MNM_4960;[From.GetTitledFirstName] listened to me carefully as I explained to [From.GetHerHim] how to be more virtuous, and [From.GetSheHe] seems to have come out of our discussion a better [From.GetManWoman].;[From.Get_Le_TitledFirstName] m'a écouté attentivement lorsque je lui ai expliqué comment être plus vertueu[From.GetXSe], et [From.GetIlElle] semble être devenu[From.Get_E] un[From.Get_E] meilleur[From.Get_E] [From.GetManWoman] après notre discussion.;[From.GetTitledFirstName] hat mir aufmerksam zugehört, als ich erklärte, wie [From.GetSheHe] tugendhafter sein könne, und scheint durch unsere Unterhaltung ein besserer Mensch geworden zu sein.;;[From.GetTitledFirstName] me ha escuchado atentamente mientras le explicaba cómo adquirir mayor virtud y parece que, a raíz de nuestra conversación, ahora es una persona mejor.;;;;;;;x
EVTDESC_MNM_4961;[FromFrom.GetTitledFirstName] clearly explained how [From.GetSheHe] deals with this sometimes unforgiving and stressful life through virtue. Listening to [FromFrom.GetHerHim], I have learned to be more at peace with myself, by being more virtuous.;[FromFrom.Get_Le_TitledFirstName] a clairement expliqué comment [From.GetIlElle] gérait cette vie parfois impitoyable et stressante en faisant preuve de vertu. En l'écoutant, j'ai appris à être plus en paix avec moi-même, à être moi aussi vertueu[Root.GetXSe].;[FromFrom.GetTitledFirstName] hat klar erläutert, wie [From.GetSheHe] durch Tugend mit diesem zuweilen erbarmungslosen und aufreibenden Leben zurechtkommt. Indem ich [FromFrom.GetHerHis]en Worten lauschte, habe ich gelernt, durch eine tugendhaftere Lebensweise meinen Frieden zu finden.;;[FromFrom.GetTitledFirstName] me ha explicado claramente cómo se enfrenta a esta vida, a menudo despiadada y azarosa, mediante la virtud. He escuchado atentamente y he aprendido a estar en paz con mi persona profesando una mayor virtud.;;;;;;;x
monastic_orders_spiritual_guidance;Give Spiritual Guidance;Donner des conseils spirituels;Spirituelle Weisung erteilen;;Dar orientación espiritual;;;;;;;x
monastic_orders_spiritual_guidance_desc;You know [Root.GetTitledFirstName] to be a sinful person. As such you can provide spiritual guidance to help rid [Root.GetHerHim] of one of [Root.GetHerHis] vices.;Vous savez que [Root.Get_le_TitledFirstName] est dans le péché. En tant que tel, vous pouvez lui donner des conseils spirituels pour l'aider à se débarrasser d'un des ses vices.;Ihr wisst, dass [Root.GetTitledFirstName] ein sündhafter Mensch ist. Daher könnt Ihr spirituelle Weisung erteilen, damit [Root.GetSheHe] eines [Root.GetHerHis]er Laster aufgibt.;;Sabes que [Root.GetTitledFirstName] es una persona pecaminosa. Puedes proporcionarle orientación espiritual para conseguir que abandone uno de sus vicios.;;;;;;;x
monastic_orders_spiritual_guidance_power_desc;Enables you to §Gright-click§! on landed characters within your realm, or relatives, or fellow society members, in order to remove one of their vices. You can only remove a vice that you don't have yourself.;Permet de faire perdre un vice que vous n'avez pas à un personnage possédant des terres dans votre pays, un parent ou un membre de votre société.\n(Faites un clic droit sur leurs portraits);Ermöglicht einen §GRechtsklick§! auf begüterte Personen in Eurem Reich, auf Verwandte oder auf andere Mitglieder Eures Zirkels, um sie von einem ihrer Laster zu befreien. Ihr könnt nur ein Laster entfernen, das Ihr selbst nicht habt.;;Te permite hacer §Gclic con el botón secundario§! sobre personajes hacendados de tu reino, familiares o miembros de una sociedad a la que perteneces para eliminar uno de sus vicios. Solo puedes eliminar un vicio que tú no tengas.;;;;;;;x
opinion_spiritual_guidance;Received Spiritual Guidance;A reçu des conseils spirituels;Erhielt spirituelle Weisung;;Orientación espiritual recibida;;;;;;;x
spiritual_guidance_tooltip;Has a sin that §Y[From.GetTitledFirstName]§! does NOT have;A un péché que [From.Get_le_TitledFirstNameJ] n'a pas;Hat eine Sünde, die §Y[From.GetTitledFirstName]§! NICHT hat;;Tiene un pecado que §Y[From.GetTitledFirstName]§! NO tiene.;;;;;;;x
monastic_orders_teach_virtue;Teach Virtue;Enseigner la vertu;Tugend lehren;;Inculcar virtud;;;;;;;x
monastic_orders_teach_virtue_desc;You have noticed how [Root.GetTitledFirstName] sometimes struggles with doing the right thing. You could change that by teaching [Root.GetHerHim] one of your many virtues.;Vous avez remarqué que [Root.Get_le_TitledFirstName] a du mal à bien se comporter. Vous pourriez l'aider en lui enseignant une de vos vertus.;Ihr habt bemerkt, dass es [Root.GetTitledFirstName] zuweilen schwerfällt, das Richtige zu tun. Dies könnt Ihr ändern, indem Ihr [Root.GetTitledFirstName] eine Eurer vielen Tugenden lehrt.;;Has notado que a veces [Root.GetTitledFirstName] tiene problemas para hacer lo correcto. Puedes cambiar esto inculcando a esta persona una de tus muchas virtudes.;;;;;;;x
monastic_orders_teach_virtue_power_desc;Enables you to §Gright-click§! on landed characters within your realm, relatives, or fellow society members, in order to give them a new virtue. You can only add a virtue that you have yourself.;Permet de transmettre une de vos vertus à un personnage possédant des terres dans votre pays, un parent ou un membre de votre société.\n(Faites un clic droit sur leurs portraits);Ermöglicht einen §GRechtsklick§! auf begüterte Personen in Eurem Reich, auf Verwandte oder auf andere Mitglieder Eures Zirkels, um ihnen eine neue Tugend zu geben. Ihr könnt nur eine Tugend hinzufügen, die Ihr selbst besitzt.;;Te permite hacer §Gclic con el botón secundario§! sobre personajes hacendados de tu reino, familiares o miembros de una sociedad a la que perteneces para darles una nueva virtud. Solo puedes añadir una virtud que tú ya poseas.;;;;;;;x
opinion_teach_virtue;Taught a Virtue;A transmis une vertu;Hat eine Tugend gelehrt;;Virtud inculcada;;;;;;;x
teach_virtue_tooltip;Does NOT have all the virtues that §Y[From.GetTitledFirstName]§! has;N'a pas toutes les vertus que [From.Get_le_TitledFirstNameJ] a;Besitzt NICHT alle Tugenden, die §Y[From.GetTitledFirstName]§! besitzt;;NO tiene todas las virtudes que tiene §Y[From.GetTitledFirstName]§!.;;;;;;;x
EVTDESC20271;To [Root.GetTitledFirstName],\nYour findings have proven to be most fascinating and I am now convinced to follow in your footsteps and immediately convert to the [Root.Religion.GetName] faith. However, I have chosen to keep this hidden to avoid prying eyes. I urge you to do the same!\n\nYour liege, [From.GetTitledFirstName];[Root.GetTitledFirstName],\nVos conclusions se sont avérées être des plus fascinantes et je suis déterminé[From.Get_E] à suivre vos pas et à adopter la foi [Root.Religion.GetName]. Cependant, j'ai choisi de le garder caché pour éviter les regards indiscrets. Je vous exhorte à faire de même !\n\nVotre [From.GetLordLady] lige, [From.GetTitledFirstName];An [Root.GetTitledFirstName],\nEure Erkenntnisse haben sich als höchst interessant erwiesen und ich bin jetzt so überzeugt, dass ich es Euch gleichtun und sofort zum [Root.Religion.GetName]en Glauben konvertieren werde. Ich habe jedoch beschlossen, dies geheim zu halten, um keine neugierigen Blicke auf mich zu lenken. Ich bitte Euch eindringlich, dasselbe zu tun!\n\nEuer Lehnsherr [From.GetTitledFirstName];;[Root.GetTitledFirstName]:\nTus averiguaciones han resultado fascinantes y me he decidido a seguir tus pasos y convertirme a la fe [Root.Religion.GetName]. Sin embargo, prefiero mantenerlo oculto a las malas lenguas. ¡Te aconsejo que hagas lo mismo!\n\nTu señor/a, [From.GetTitledFirstName].;;;;;;;x
EVTOPTA20271;A wise decision.;Une sage décision.;Eine weise Entscheidung.;;Sabia decisión.;;;;;;;x
EVTOPTB20271;To hide who I am? Never!;Pour cacher qui je suis ? Jamais !;Verbergen, wer ich bin? Niemals!;;¿Ocultar lo que soy? ¡Jamás!;;;;;;;x
secretly_convert_to_province_religion;Secretly Convert to [Root.Location.Religion.GetName];Adopter en secret la foi [Root.Location.Religion.GetName];Heimlich zur [Root.Location.Religion.GetName]en Religion konvertieren;;Convertirse en secreto a esta religión: [Root.Location.Religion.GetName];;;;;;;x
secretly_convert_to_province_religion_desc;The §Y[Root.Location.Religion.GetName]§! people in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. The glory of §Y[Root.Location.Religion.GetRandomGodName]§! calls to me, and I am tempted to convert in secrecy...;Les personnes de religion §Y[Root.Location.Religion.GetName]§! en §Y[Root.Location.GetName]§! m'impressionnent par la profondeur et la passion de leur foi. La gloire [Root.Location.Get_du_HighGod] m'appelle, et je suis tenté[Root.Get_E] de me convertir en secret...;Die §Y[Root.Location.Religion.GetName]en§! Menschen in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Die Glorie von §Y[Root.Capital.Religion.GetRandomGodName]§! zieht mich an und ich bin versucht, heimlich zu konvertieren ...;;La gente del credo §Y[Root.Location.Religion.GetName]§! de §Y[Root.Location.GetName]§! me impresiona con la profundidad y la pasión de su fe. La gloria de §Y[Root.Capital.Religion.GetRandomGodName]§! me llama, y siento la tentación de convertirme en secreto...;;;;;;;x
secretly_convert_to_close_relations_religion;Secretly Convert to [Root.Religion.GetName];Adopter en secret la foi [Root.Religion.GetName];Heimlich zur Religion [Root.Religion.GetName] konvertieren;;Convertirse en secreto a esta religión: [Root.Religion.GetName];;;;;;;x
secretly_convert_to_close_relations_religion_desc;The §Y[Root.Religion.GetName]§! faith of §Y[Root.GetFirstName]§! intrigues and fascinates me. I could not embrace it openly, but I am tempted to convert in secrecy...;La foi §Y[Root.Religion.GetName]§! de §Y[Root.GetFirstName]§! m'intrigue et me fascine. Je ne peux pas l'embrasser ouvertement, mais je suis tenté[Root.Get_E] de me convertir en secret...;Der Glaube von §Y[Root.GetFirstName]§! an die §Y[Root.Religion.GetName]e§! Religion interessiert und fasziniert mich. Ich könnte den Glauben nicht offen annehmen, bin jedoch versucht, heimlich zu konvertieren ...;;El credo §Y[Root.Religion.GetName]§! de §Y[Root.GetFirstName]§! me intriga y fascina. No podría abrazarlo abiertamente, pero siento la tentación de convertirme en secreto...;;;;;;;x
alert_society_rank_up_possible_instant;§YPossible to rank up in society§!;§YMontée en grade possible dans la société§!;§YMöglich, im Zirkel aufzusteigen§!;;§YPosibilidad de subir de rango en la sociedad§!;;;;;;;x
alert_society_rank_up_possible_delayed;You have gained enough influence within your society that you can request promotion to the next rank.;Vous avez gagné assez d'influence au sein de votre société pour pouvoir demander de monter en grade.;Ihr habt innerhalb Eures Zirkels genug Einfluss gewonnen, um eine Beförderung auf den nächsten Rang verlangen zu können.;;Has ganado la influencia suficiente dentro de tu sociedad como para solicitar un ascenso al siguiente rango.;;;;;;;x
opinion_abducted;Abducted;Enlèvement;Entführt;;Secuestrado;;;;;;;x
you_are_seriously_injured_TT;you getting badly injured\n;vous blesser grièvement\n;Ihr werdet schwer verwundet\n;;de que recibas una herida grave.\n;;;;;;;x
you_are_killed_in_personal_combat_TT;you getting killed in personal combat\n;vous tuer dans un combat\n;Ihr werdet im Zweikampf getötet\n;;de que acabes pereciendo en combate.\n;;;;;;;x
they_impale_you;the woman rolling her eyes at you, before killing you\n;la femme pointe ses yeux vers vous, avant de vous tuer\n;die Frau verdreht über Euch die Augen, bevor sie Euch tötet\n;;de que te mire con exasperación y te mate.\n;;;;;;;x
they_drag_you_off_to_burn;them laughing at your offer, before dragging you off to be burnt at the stake\n;ils rient de votre offre, avant de vous entraîner pour être brûlé[Root.Get_E] sur le bûcher\n;sie lachen über Euer Angebot, bevor sie Euch ergreifen, um Euch auf dem Scheiterhaufen zu verbrennen\n;;de que se rían de tu oferta y te lleven a rastras para quemarte en la hoguera.\n;;;;;;;x
they_escape_TT;them being defeated, leaving you alone for now\n;les vaincre, vous laissant seul[Root.Get_E] pour le moment\n;sie ziehen sich geschlagen zurück, um Euch vorerst in Ruhe zu lassen\n;;de derrotarlos y que te dejen en paz por ahora.\n;;;;;;;x
they_accept_your_offer_TT;them accepting your offer, leaving you alone for now\n;ils acceptent votre offre, vous laissant seul[Root.Get_E] pour le moment\n;sie nehmen Euer Angebot an und lassen Euch vorerst in Ruhe\n;;de que acepten tu oferta y te dejen en paz por ahora.\n;;;;;;;x
EVTDESC_MNM_1225_A;One of my hunting parties caught a great white boar today. [Root.Religion.GetHighGodName] must have sent us this creature, as it took ten men to bring the beast down, and the effect it has had on my soldiers is clearly the boon I have been waiting for. 'Bards are already composing songs, my [Root.GetLordLady]', a captain tells me.;J'ai ramené un grand sanglier blanc de ma partie de chasse. Cette créature doit nous avoir été envoyée par [Root.Get_le_HighGod], car il a fallu dix hommes pour abattre la bête, et l'effet que cela a eu sur mes soldats est clairement le bienfait que j'attendais. « Les bardes composent déjà des chansons, M[Root.GetOnA][Root.GetLordLady] », me dit un capitaine.;Eine meiner Jagdgruppen hat heute ein großes weißes Wildschwein gefangen. [Root.Religion.GetHighGodName] muss uns dieses Geschöpf geschickt haben, denn es waren zehn Männer vonnöten, um es zu fangen, und die Wirkung, die es auf meine Soldaten ausgeübt hat, ist ohne jeden Zweifel der Segen, auf den ich gewartet habe. "Barden singen bereits Lieder darüber, m[Root.Geteineine] [Root.GetLordLady]", berichtet mir mein Hauptmann.;;Una de mis partidas de caza ha capturado a un gran jabalí blanco hoy. [Root.Religion.GetHighGodName] debe de habernos enviado a esa criatura, ya que han hecho falta diez hombres para derribarla y el efecto que ha tenido en mis soldados es claramente la bendición que estaba esperando. «Los bardos ya componen canciones, mi [Root.GetLordLady]», me dice un capitán.;;;;;;;x
EVTDESC_MNM_1225_B;One of my hunting parties caught a great white boar today. I am told it took ten men to bring the beast down, and rumors of the effect it has had on my soldiers is already spreading through court. 'Bards are already composing songs, my [Root.GetLordLady]', a captain tells me. This certainly goes against my expectations...;Une de mes parties de chasse a ramené un grand sanglier blanc aujourd'hui. On me dit qu'il a fallu dix hommes pour ramener la bête, et les rumeurs sur l'effet que cela a eu sur mes soldats se répandent déjà à la cour. « Les bardes composent déjà des chansons, M[Root.GetOnA][Root.GetLordLady] », me dit un capitaine. Cela va certainement à l'encontre de mes attentes...;Eine meiner Jagdgruppen hat heute ein großes weißes Wildschwein gefangen. Mir wurde gesagt, es seien zehn Männer vonnöten gewesen, um das Tier zu fangen, und am Hof gehen schon Gerüchte um, welche Wirkung es auf meine Soldaten ausgeübt hat. "Barden singen bereits Lieder darüber, m[Root.Geteineine] [Root.GetLordLady]", berichtet mir mein Hauptmann. Das hatte ich wahrlich nicht erwartet ...;;Una de mis partidas de caza ha capturado a un gran jabalí blanco hoy. Me cuentan que han hecho falta diez hombres para derribarla, y los rumores del efecto que ha tenido en mis soldados ya circulan por la corte. «Los bardos ya componen canciones, mi [Root.GetLordLady]», me dice un capitán. Sin duda esto va en contra de mis expectativas...;;;;;;;x
EVTDESC_MNM_1225_D;I am not sure whether it is a new-found interest in [envisioned_friend.GetEducationSubject], or if there is something about [envisioned_friend.GetHerHis] [envisioned_friend.GetFriendEnjoyableQuirk], but I am really connecting with [envisioned_friend.GetTitledFirstName]. We have been spending more and more time together, and I think [envisioned_friend.GetSheHe] makes me a better [Root.GetTitle].;Je ne sais pas si c'est un nouvel intérêt pour [envisioned_friend.GetEducationSubject], ou s'il y a quelque chose à propos de [envisioned_friend.GetFriendEnjoyableQuirk], mais je m'entends vraiment bien avec [envisioned_friend.Get_le_TitledFirstName]. Nous passons de plus en plus de temps ensemble, et je pense qu'[envisioned_friend.GetIlElle] fait de moi un[Root.Get_E] meilleur[Root.Get_E] [Root.GetTitle].;Ich bin mir nicht sicher, ob es sich um ein neu entfachtes Interesse an dem Thema [envisioned_friend.GetEducationSubject] handelt oder ob es etwas mit [envisioned_friend.GetHerHis] [envisioned_friend.GetFriendEnjoyableQuirk] zu tun hat, doch ich verstehe mich mit [envisioned_friend.GetTitledFirstName] hervorragend. Wir verbringen immer mehr Zeit miteinander, und ich glaube, [envisioned_friend.GetSheHe] macht mich zu [Root.Geteinemeiner] besseren [Root.GetTitle].;;No sé con seguridad si se trata de un nuevo interés en [envisioned_friend.GetEducationSubject] o si es por su [envisioned_friend.GetFriendEnjoyableQuirk], pero estoy conectando de verdad con [envisioned_friend.GetTitledFirstName]. Cada vez pasamos más tiempo juntos, y creo que me hace ser mejor [Root.GetTitle].;;;;;;;x
EVTDESC_MNM_1225_F;I am told of an owl having taken up residence under the roofing of our barracks. One of my advisors suggest I make it a pet. But should not my scrying have revealed the symbol of wisdom to me, if this creature is what it was about? 'Do not dwell on this, [Root.GetMasterMistress]', my steward says, handing me the caged bird.;On me dit qu'un hibou a pris résidence sous la toiture de notre caserne. Un de mes conseillers suggère que j'en fasse un animal de compagnie. Mes divinations n'auraient-elles pas dû m'avoir révélé le symbole de sagesse, si c'était bien de cette créature dont il s'agissait ? « Ne vous attardez pas là-dessus », dit mon intendant en remettant l'oiseau en cage.;Mir wird berichtet, dass sich im Dachstuhl unserer Kaserne eine Eule eingenistet hat. Einer meiner Ratgeber schlägt mir vor, sie als Haustier zu halten. Doch hätte mir nicht meine Wahrsagerei dieses Symbol der Weisheit offenbaren müssen, falls es sich bei der Eule darum handeln sollte? "Lasst Euch dadurch nicht vergrämen, [Root.GetMasterMistress]", sagt mein Verwalter, als er mir den Käfig überreicht, in dem der Vogel eingesperrt ist.;;Me han contado que una lechuza se ha instalado bajo el techo de uno de nuestros barracones. Uno de mis consejeros me sugiere que haga de ella mi mascota. Pero ¿no debería mi adivinación haberme mostrado el símbolo de la sabiduría, si de eso trata esta criatura? «No te obsesiones con eso, [Root.GetMasterMistress]», me dice mi mayordomo al entregarme el pájaro enjaulado.;;;;;;;x
EVTOPTB_MNM_1225_power;How did I not foresee this event?;Comment n'ai-je pas pu prévoir cet événement ?;Warum habe ich diesen Vorfall nicht vorhergesehen?;;¿Cómo es que no predije este acontecimiento?;;;;;;;x
proud_hunters_spirit;Proud Hunting Parties;Belles parties de chasse;Stolze Jagdtrupps;;Partidas de caza orgullosas;;;;;;;x
proud_hunters_spirit_desc;The hunters in the area, and the success they have brought, are currently working as an inspiration for nobles and commoners alike.;Les chasseurs dans la région, et les succès qu'ils ont eus, sont une source d'inspiration pour les nobles et les roturiers.;Die Jäger in der Gegend und ihre Erfolge inspirieren derzeit Edelleute und das gemeine Volk gleichermaßen.;;Los cazadores de la zona y el éxito que han traído consigo están sirviendo de inspiración tanto a nobles como a plebeyos.;;;;;;;x
String_way_with_words;subtle way with words;son aisance avec les mots;er subtilen Wortgewandtheit;;sutil facilidad de palabra;;;;;;;x
String_love_of_poetry;love of poetry;son amour de la poésie;er Liebe zur Dichtkunst;;amor por la poesía;;;;;;;x
String_fascination_with_plants;fascination with plants;sa fascination pour les plantes;er Begeisterung für Pflanzen;;fascinación por las plantas;;;;;;;x
String_morbid_sense_of_humor;morbid sense of humor;son sens de l'humour morbide;em morbiden Sinn für Humor;;mórbido sentido del humor;;;;;;;x
String_gentle_spirit;gentle spirit;son doux esprit;em sanftmütigen Geist;;amable espíritu;;;;;;;x
